Id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
3579,F,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239,9
3930,F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
3330,F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10
777,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13
1638,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
1986,I,0.135,0.13,0.04,0.028999999999999998,0.0125,0.0065,0.008,4
2352,M,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42,18
3252,M,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12
4107,I,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7
4038,I,0.55,0.445,0.125,0.672,0.28800000000000003,0.1365,0.21,11
28,M,0.605,0.475,0.18,0.9365,0.39399999999999996,0.21899999999999997,0.295,15
1522,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
1066,I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6
3280,M,0.69,0.54,0.185,1.6195,0.5329999999999999,0.353,0.555,24
1911,M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
2538,M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
74,F,0.605,0.45,0.195,1.0979999999999999,0.48100000000000004,0.2895,0.315,13
515,M,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6
1309,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
3143,I,0.2,0.15,0.04,0.046,0.021,0.006999999999999999,0.0065,4
2609,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11
2227,I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7
2002,I,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
2157,M,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17
1584,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6
1517,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10
116,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
2341,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7
3148,F,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12
1072,I,0.4,0.32,0.095,0.348,0.19399999999999998,0.053,0.087,6
2691,F,0.645,0.52,0.18,1.285,0.5775,0.35200000000000004,0.317,9
1799,M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9
2820,I,0.375,0.285,0.09,0.2545,0.11900000000000001,0.0595,0.0675,6
3879,F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15
3561,I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
1600,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7
622,F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12
3846,I,0.37,0.275,0.085,0.2045,0.096,0.055999999999999994,0.08,6
3246,M,0.55,0.435,0.16,0.9059999999999999,0.342,0.21899999999999997,0.295,13
409,M,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235,8
2684,F,0.625,0.49,0.155,1.115,0.484,0.27699999999999997,0.3095,9
1623,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9
115,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11
288,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
4010,M,0.61,0.475,0.15,1.1420000000000001,0.62,0.237,0.245,9
3550,M,0.505,0.39,0.115,0.5585,0.2575,0.11900000000000001,0.1535,8
1181,F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
337,M,0.59,0.45,0.185,1.2830000000000001,0.473,0.276,0.425,16
3707,M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
2687,M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10
3060,M,0.63,0.515,0.175,1.1955,0.49200000000000005,0.247,0.37,11
46,M,0.47,0.37,0.12,0.5795,0.293,0.22699999999999998,0.14,9
747,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
3904,M,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16
3207,I,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15
753,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
462,I,0.24,0.185,0.07,0.0715,0.026000000000000002,0.018000000000000002,0.025,6
1938,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
673,M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21
2712,I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4
1201,M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
3835,F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
424,I,0.26,0.2,0.07,0.092,0.037000000000000005,0.02,0.03,6
325,I,0.355,0.275,0.09,0.251,0.09699999999999999,0.053,0.08,7
664,I,0.45,0.355,0.12,0.41200000000000003,0.1145,0.0665,0.16,19
350,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
447,M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16
709,I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7
3089,M,0.455,0.35,0.11,0.45799999999999996,0.2,0.111,0.1305,8
1924,F,0.61,0.46,0.155,0.9570000000000001,0.4255,0.1975,0.265,8
1722,F,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
1221,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5
3925,F,0.47,0.35,0.115,0.48700000000000004,0.1955,0.127,0.155,8
1149,F,0.58,0.45,0.155,0.93,0.385,0.24600000000000002,0.265,9
387,M,0.46,0.38,0.135,0.48200000000000004,0.207,0.1225,0.145,10
1369,F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
1337,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
754,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
2186,F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
451,F,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42,16
1194,F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
699,F,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16
3205,M,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9
2247,F,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9
1608,I,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,9
830,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
3150,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
950,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
3067,M,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,11
3964,I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5
3418,F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8
2444,M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
1734,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12
1413,M,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469,13
1409,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
4165,I,0.405,0.3,0.085,0.3035,0.15,0.0505,0.08800000000000001,7
4128,M,0.555,0.435,0.145,0.9205,0.40399999999999997,0.2275,0.255,8
3779,M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
1177,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
3726,I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8
2006,I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
1253,I,0.42,0.305,0.09,0.32799999999999996,0.168,0.0615,0.08199999999999999,6
2477,M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
21,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
1305,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10
2814,I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026000000000000002,4
2440,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
2298,I,0.415,0.325,0.1,0.385,0.16699999999999998,0.08,0.125,7
3315,M,0.35,0.26,0.09,0.195,0.0745,0.040999999999999995,0.0655,9
3680,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
3107,I,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,5
671,F,0.5,0.38,0.155,0.655,0.2405,0.14300000000000002,0.205,17
4002,I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
1941,F,0.625,0.47,0.145,0.9840000000000001,0.475,0.2,0.265,11
845,M,0.54,0.405,0.125,0.8909999999999999,0.4815,0.1915,0.20199999999999999,9
694,I,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
3520,F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.46799999999999997,11
1353,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
1133,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
3451,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8
869,M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
604,I,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12
834,I,0.445,0.325,0.1,0.37799999999999995,0.1795,0.1,0.08900000000000001,7
3491,M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8
627,F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8
902,I,0.305,0.22,0.07,0.141,0.062,0.031,0.037000000000000005,5
2904,I,0.575,0.455,0.16,0.9895,0.495,0.195,0.24600000000000002,9
1747,F,0.7,0.535,0.175,1.7730000000000001,0.6805,0.48,0.512,15
3243,F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
3310,F,0.62,0.485,0.165,1.166,0.483,0.23800000000000002,0.355,13
2748,I,0.505,0.385,0.125,0.596,0.245,0.09699999999999999,0.21,9
2051,F,0.455,0.355,1.13,0.594,0.332,0.11599999999999999,0.1335,8
3362,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
2757,I,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9
4159,F,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
321,I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
3192,F,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14
696,I,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4
1179,M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11
2778,F,0.585,0.455,0.13,0.8755,0.41100000000000003,0.2065,0.225,8
624,I,0.465,0.36,0.105,0.498,0.214,0.11599999999999999,0.14,15
3957,F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
2173,M,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
1011,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
1480,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
1090,I,0.45,0.33,0.1,0.41100000000000003,0.1945,0.1,0.098,6
848,F,0.55,0.43,0.125,0.9229999999999999,0.4035,0.175,0.28300000000000003,8
3581,M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9
780,M,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13
605,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
174,I,0.235,0.16,0.04,0.048,0.0185,0.018000000000000002,0.015,5
1202,M,0.725,0.505,0.185,1.9780000000000002,1.026,0.4255,0.4505,12
2269,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
2463,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17
100,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
3318,M,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4
1243,I,0.385,0.28,0.085,0.2175,0.09699999999999999,0.038,0.067,8
741,F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8
334,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
2908,F,0.58,0.45,0.17,0.9705,0.4615,0.23199999999999998,0.248,9
3884,I,0.29,0.225,0.075,0.152,0.071,0.059000000000000004,0.045,9
2882,I,0.5,0.39,0.13,0.5075,0.2115,0.10400000000000001,0.1755,9
1705,M,0.64,0.525,0.185,1.7069999999999999,0.763,0.4205,0.4435,11
2881,I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8
3292,F,0.495,0.375,0.15,0.597,0.2615,0.135,0.17800000000000002,11
3463,M,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,11
594,M,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12
2987,M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
1333,M,0.57,0.435,0.125,0.8965,0.38299999999999995,0.1835,0.275,9
2214,F,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
2217,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
1551,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7
3566,M,0.575,0.45,0.155,0.8859999999999999,0.3605,0.21100000000000002,0.2575,9
3317,M,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7
1542,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7
3630,I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7
327,M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12
1933,M,0.62,0.495,0.195,1.5145,0.579,0.34600000000000003,0.5195,15
3926,I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
640,M,0.325,0.24,0.085,0.17300000000000001,0.0795,0.038,0.05,7
2152,F,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
2042,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8
2863,M,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11
1468,M,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149,8
1838,I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8
3046,M,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11
3123,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
3426,M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
4114,F,0.57,0.45,0.15,0.9645,0.531,0.18899999999999997,0.209,9
460,M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11
1046,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
1398,M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
1562,I,0.45,0.335,0.11,0.4195,0.18100000000000002,0.085,0.1345,7
1975,M,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11
3290,F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
2633,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.10300000000000001,6
419,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
738,M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14
1879,I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
1389,M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
1438,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7
3277,F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15
497,F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19
2750,I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8
375,F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20
975,F,0.53,0.425,0.15,0.8495,0.32799999999999996,0.23199999999999998,0.20199999999999999,8
1209,F,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586,11
3763,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11
404,I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7
2467,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
1425,F,0.735,0.565,0.205,2.1275,0.9490000000000001,0.46,0.565,12
3616,M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14
93,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
3513,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
3204,F,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
1769,M,0.445,0.32,0.12,0.414,0.19899999999999998,0.09,0.11699999999999999,7
2221,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17
2738,M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8
1849,I,0.485,0.385,0.13,0.568,0.2505,0.17800000000000002,0.154,7
827,I,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6
428,F,0.56,0.455,0.125,0.943,0.344,0.129,0.375,21
1889,M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7
3674,F,0.595,0.45,0.165,1.081,0.49,0.2525,0.27899999999999997,12
3187,F,0.51,0.385,0.135,0.632,0.282,0.145,0.17,8
3961,M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
2766,F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8
282,F,0.455,0.355,0.12,0.4495,0.177,0.10400000000000001,0.15,9
2899,I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,8
3168,M,0.605,0.47,0.115,1.114,0.3925,0.29100000000000004,0.31,15
343,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12
2683,M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11
2786,M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
2547,I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5
3146,M,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
1113,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
1574,M,0.48,0.355,0.16,0.46399999999999997,0.221,0.106,0.239,8
691,I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5
3432,I,0.36,0.27,0.09,0.21899999999999997,0.09699999999999999,0.0405,0.065,6
0,M,0.455,0.365,0.095,0.514,0.2245,0.10099999999999999,0.15,15
1582,I,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.16899999999999998,9
1707,M,0.645,0.5,0.175,1.286,0.5645,0.28800000000000003,0.386,12
1416,F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12
3548,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
2021,M,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9
3221,M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9
3591,F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
2003,I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
1993,I,0.29,0.21,0.06,0.1195,0.055999999999999994,0.0235,0.03,6
2974,M,0.745,0.575,0.2,1.8840000000000001,0.9540000000000001,0.336,0.495,12
1131,M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.20600000000000002,8
3893,I,0.435,0.355,0.125,0.4075,0.1535,0.07400000000000001,0.165,9
2304,M,0.59,0.49,0.135,1.008,0.42200000000000004,0.2245,0.285,11
1247,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8
3796,F,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45,11
2375,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
2150,M,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
3395,F,0.605,0.45,0.165,1.2225,0.35700000000000004,0.20199999999999999,0.385,13
3547,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9
2261,M,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27,11
1731,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
1159,M,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,10
2900,F,0.55,0.435,0.14,0.745,0.34700000000000003,0.174,0.2265,9
246,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
2120,M,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
3834,M,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
2685,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
1671,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
929,I,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6
3906,M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4
1461,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6
3273,F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13
1971,F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11
365,M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19
2296,F,0.535,0.45,0.135,0.8075,0.322,0.18100000000000002,0.25,13
736,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12
26,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
2884,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9
3356,I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6
1441,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
4056,M,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
680,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7
3744,I,0.275,0.205,0.065,0.10099999999999999,0.040999999999999995,0.021,0.034,5
1250,I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5
3,M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
2182,M,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
837,I,0.475,0.365,0.125,0.5465,0.22899999999999998,0.1185,0.172,9
2403,M,0.29,0.225,0.08,0.1295,0.0535,0.026000000000000002,0.045,10
292,M,0.61,0.475,0.165,1.1159999999999999,0.428,0.2205,0.315,15
698,F,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13
1048,M,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
3938,F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10
3200,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10
2417,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11
4003,I,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8
4123,I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,8
1667,F,0.605,0.505,0.18,1.4340000000000002,0.7285,0.264,0.431,11
1963,M,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
1249,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999,5
2274,M,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,15
3441,F,0.465,0.355,0.115,0.4705,0.1955,0.11800000000000001,0.126,7
1298,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
1868,I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8
2387,I,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,11
1443,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.10300000000000001,9
2671,F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8
603,I,0.47,0.345,0.115,0.4885,0.2005,0.10800000000000001,0.166,11
3516,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
1289,I,0.505,0.395,0.105,0.551,0.248,0.10300000000000001,0.171,8
2502,I,0.285,0.21,0.07,0.109,0.044000000000000004,0.0265,0.033,5
63,M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
1579,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8
1883,M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.19399999999999998,8
990,F,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,9
1384,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
237,I,0.13,0.1,0.03,0.013000000000000001,0.0045,0.003,0.004,3
650,M,0.255,0.18,0.065,0.079,0.034,0.013999999999999999,0.025,5
1967,M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
112,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
3024,I,0.475,0.375,0.11,0.456,0.182,0.099,0.16,9
1348,M,0.59,0.47,0.18,1.187,0.5985,0.22699999999999998,0.31,9
804,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10
1556,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7
577,F,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10
1834,I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7
126,I,0.375,0.275,0.09,0.23800000000000002,0.1075,0.0545,0.07,6
3331,F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
3056,M,0.615,0.485,0.215,0.9615,0.42200000000000004,0.17600000000000002,0.29,11
4082,I,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9
3807,F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
3894,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
851,M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9
2742,I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,8
2185,M,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
3057,M,0.615,0.49,0.17,1.145,0.4915,0.20800000000000002,0.34299999999999997,13
3840,F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9
7,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
2550,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5
854,M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.19399999999999998,10
2995,M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
2679,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.24600000000000002,9
4058,F,0.695,0.56,0.185,1.7715,0.8195,0.331,0.43700000000000006,10
2977,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.09699999999999999,6
3882,F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
3483,I,0.47,0.355,0.115,0.4155,0.16699999999999998,0.084,0.139,7
407,M,0.59,0.485,0.12,0.9109999999999999,0.39,0.182,0.29,16
4150,I,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,7
2405,I,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,15
3425,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
153,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
3638,I,0.44,0.34,0.105,0.344,0.12300000000000001,0.081,0.125,8
1566,I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
2391,M,0.37,0.29,0.09,0.24100000000000002,0.11,0.045,0.069,10
2353,F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
1004,F,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9
2660,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8
3786,M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
280,F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15
3947,M,0.475,0.365,0.14,0.6175,0.20199999999999999,0.1445,0.19,16
4143,F,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
3128,F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10
400,F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9
1596,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7
1497,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10
